"First_Name";"Surname";"Montant_Total_Compensation";"department_id";"Office_Type"
"Mary";"Frederick";"80,50000041723251";"d001";"Corporate"
"Jay";"Cervantez";"0";"d001";"Corporate"
"Lance";"Amaya";"92,00000047683716";"d001";"Corporate"
"Dennis";"Campbell";"80,50000041723251";"d001";"Corporate"
"Karen";"Townsend";"63,250000327825546";"d001";"Corporate"
"Mark";"Mcgriff";"102,00000025331974";"d001";"Corporate"
"Koushuu";"Goto";"97,75000050663948";"d001";"Corporate"
"Ena";"Debose";"80,50000041723251";"d001";"Corporate"
"Hilda";"Williams";"57,500000298023224";"d001";"Corporate"
"John";"Day";"132,00000017881393";"d001";"Corporate"
"Shirley";"Rowell";"144,00000035762787";"d001";"Corporate"
"John";"Hobdy";"156,0000003874302";"d001";"Corporate"
"Judy";"Seavey";"80,50000041723251";"d001";"Corporate"
"Eugenia";"Mason";"80,50000041723251";"d001";"Corporate"
"Ron";"Herring";"80,50000041723251";"d001";"Corporate"
"James";"Eshelman";"97,75000050663948";"d001";"Corporate"
"Elliott";"Holloway";"80,50000041723251";"d001";"Corporate"
"Mavis";"Montalvo";"80,50000041723251";"d001";"Corporate"
"Micah";"Mccoy";"63,250000327825546";"d001";"Corporate"
"Christopher";"Williams";"57,500000298023224";"d001";"Corporate"
"Harold";"Halsted";"80,50000041723251";"d001";"Corporate"
"Robert";"Smith";"80,50000041723251";"d001";"Corporate"
"Betty";"Sowell";"80,50000041723251";"d001";"Corporate"
"Maggie";"Felton";"132,00000017881393";"d001";"Corporate"
"Ricardo";"Broadway";"80,50000041723251";"d001";"Corporate"
"Brenda";"Barksdale";"63,250000327825546";"d001";"Corporate"
"James";"Palmer";"63,250000327825546";"d001";"Corporate"
"Michelle";"Beasley";"82,50000011175871";"d001";"Corporate"
"Donald";"Morgan";"80,50000041723251";"d001";"Corporate"
"George";"Barton";"80,50000041723251";"d001";"Corporate"
"Eric";"Mckee";"97,75000050663948";"d001";"Corporate"
"Greg";"Boon";"210,00000052154064";"d001";"Corporate"
"Alexander";"Bradley";"192,00000047683716";"d001";"Corporate"
"Kelly";"Mooney";"92,00000047683716";"d001";"Corporate"
"Conrad";"Baum";"63,250000327825546";"d001";"Corporate"
"Timothy";"Simpson";"97,75000050663948";"d001";"Corporate"
"Suzanne";"Carmona";"63,250000327825546";"d001";"Corporate"
"Hilda";"Johnson";"144,00000035762787";"d001";"Corporate"
"Derek";"Rush";"80,50000041723251";"d001";"Corporate"
"John";"Smith";"63,250000327825546";"d001";"Corporate"
"Gregoria";"Henriksen";"156,0000003874302";"d001";"Corporate"
"Nellie";"Estrada";"80,50000041723251";"d001";"Corporate"
"William";"Hills";"80,50000041723251";"d001";"Corporate"
"Sylvia";"Robinson";"63,250000327825546";"d001";"Corporate"
"Rodney";"Everett";"92,00000047683716";"d001";"Corporate"
"Deborah";"Keller";"253,00000131130219";"d001";"Corporate"
"Ada";"Grenier";"97,75000050663948";"d001";"Corporate"
"James";"Bell";"102,00000025331974";"d001";"Corporate"
"James";"Kirby";"80,50000041723251";"d001";"Corporate"
"Joseph";"Blaha";"82,50000011175871";"d001";"Corporate"
"Steve";"Smith";"74,75000038743019";"d001";"Corporate"
"Lisa";"Jones";"80,50000041723251";"d001";"Corporate"
"Ethel";"Herrera";"80,50000041723251";"d001";"Corporate"
"Brian";"Hart";"63,250000327825546";"d001";"Corporate"
"Matthew";"Gaskill";"210,00000052154064";"d001";"Corporate"
"Kiera";"Benson";"80,50000041723251";"d001";"Corporate"
"Francis";"Beck";"63,250000327825546";"d001";"Corporate"
"Debra";"Santillanes";"80,50000041723251";"d001";"Corporate"
"Brandon";"Beem";"92,00000047683716";"d001";"Corporate"
"Melissa";"Copper";"80,50000041723251";"d001";"Corporate"
"Kenneth";"Allen";"168,0000004172325";"d001";"Corporate"
"Lucretia";"Fitzsimmons";"144,00000035762787";"d001";"Corporate"
"Sienna";"Sharpe";"156,0000003874302";"d001";"Corporate"
"Catherine";"Betz";"97,75000050663948";"d001";"Corporate"
"Irene";"Quezada";"80,50000041723251";"d001";"Corporate"
"Megan";"Clark";"144,00000035762787";"d001";"Corporate"
"James";"Mazzone";"80,50000041723251";"d001";"Corporate"
"Randall";"Mayberry";"168,0000004172325";"d001";"Corporate"
"Richard";"Gard";"292,500002682209";"d001";"Corporate"
"Erin";"Lacey";"80,50000041723251";"d001";"Corporate"
"David";"Lanigan";"86,25000044703484";"d001";"Corporate"
"Marivel";"Matney";"80,50000041723251";"d001";"Corporate"
"Sienna";"Martin";"80,50000041723251";"d001";"Corporate"
"Cynthia";"Jones";"80,50000041723251";"d001";"Corporate"
"Kathleen";"Jones";"63,250000327825546";"d001";"Corporate"
"Wallace";"Roberts";"0";"d001";"Corporate"
"Anthony";"Cook";"97,75000050663948";"d001";"Corporate"
"Gwyn";"Ferrell";"97,75000050663948";"d001";"Corporate"
"Marie";"Thibodeau";"97,75000050663948";"d001";"Corporate"
"Harold";"Hodgson";"109,25000056624413";"d001";"Corporate"
"Mieko";"Hiramatsu";"92,00000047683716";"d001";"Corporate"
"Cindy";"Mcdonnell";"80,50000041723251";"d001";"Corporate"
"Felicia";"Heath";"92,00000047683716";"d001";"Corporate"
"Tina";"Button";"86,25000044703484";"d001";"Corporate"
"Jenny";"Cook";"97,75000050663948";"d001";"Corporate"
"Darline";"Hunsaker";"80,50000041723251";"d001";"Corporate"
"Wayne";"Rasmussen";"63,250000327825546";"d001";"Corporate"
"Ashley";"Orr";"80,50000041723251";"d001";"Corporate"
"Vicente";"Spivey";"92,00000047683716";"d001";"Corporate"
"Joe";"Coyne";"80,50000041723251";"d001";"Corporate"
"Marian";"George";"97,75000050663948";"d001";"Corporate"
"Rodney";"Smith";"80,50000041723251";"d001";"Corporate"
"Lisa";"Jude";"80,50000041723251";"d001";"Corporate"
"Wendy";"Boyles";"0";"d001";"Corporate"
"Rosa";"Cole";"97,75000050663948";"d001";"Corporate"
"Jake";"Dixon";"0";"d001";"Corporate"
"Elizabeth";"Skalski";"80,50000041723251";"d001";"Corporate"
"Terry";"Blake";"80,50000041723251";"d001";"Corporate"
"Shannon";"Black";"192,00000047683716";"d001";"Corporate"
"Shigeko";"Konno";"210,00000052154064";"d001";"Corporate"
"Joyce";"Bolander";"0";"d001";"Corporate"
"Stephen";"Hoffman";"82,50000011175871";"d001";"Corporate"
"Bernice";"Monson";"86,25000044703484";"d001";"Corporate"
"Pamela";"Chandler";"82,50000011175871";"d001";"Corporate"
"Carlos";"Chinn";"192,00000047683716";"d001";"Corporate"
"James";"Johnson";"210,00000052154064";"d001";"Corporate"
"Ronald";"Lane";"228,00000056624413";"d001";"Corporate"
"Janet";"Obrien";"97,75000050663948";"d001";"Corporate"
"Garth";"Brown";"102,00000025331974";"d001";"Corporate"
"Jacob";"Osborne";"80,50000041723251";"d001";"Corporate"
"Ana";"Ledford";"82,50000011175871";"d001";"Corporate"
"Michael";"Odell";"97,75000050663948";"d001";"Corporate"
"Benita";"Cothern";"57,500000298023224";"d001";"Corporate"
"Elizabeth";"Levasseur";"210,00000052154064";"d001";"Corporate"
"Jerome";"Maness";"102,00000025331974";"d001";"Corporate"
"David";"Kenney";"80,50000041723251";"d001";"Corporate"
"Tyrone";"Pritchett";"63,250000327825546";"d001";"Corporate"
"Tracy";"Pass";"97,75000050663948";"d001";"Corporate"
"Charles";"Ruiz";"80,50000041723251";"d001";"Corporate"
"Patricia";"King";"80,50000041723251";"d001";"Corporate"
"Clifford";"Cale";"80,50000041723251";"d001";"Corporate"
"Melody";"Farrar";"92,00000047683716";"d001";"Corporate"
"Amy";"Horton";"0";"d001";"Corporate"
"Christopher";"Turner";"74,75000038743019";"d001";"Corporate"
"Wally";"Foreman";"97,75000050663948";"d001";"Corporate"
"Michael";"Rubio";"102,00000025331974";"d001";"Corporate"
"John";"Andrews";"80,50000041723251";"d001";"Corporate"
"Andrew";"Ingram";"63,250000327825546";"d001";"Corporate"
"Terri";"Boone";"102,00000025331974";"d001";"Corporate"
"Michael";"Hayden";"144,00000035762787";"d001";"Corporate"
"Robert";"Hawes";"0";"d001";"Corporate"
"Amber";"Dawson";"80,50000041723251";"d001";"Corporate"
"Sandra";"Hamilton";"63,250000327825546";"d001";"Corporate"
"Natasha";"Bentley";"86,25000044703484";"d001";"Corporate"
"William";"Kelley";"138,00000071525574";"d001";"Corporate"
"Bob";"Brock";"80,50000041723251";"d001";"Corporate"
"Wallace";"Barnett";"80,50000041723251";"d001";"Corporate"
"Moira";"Rock";"325,00000298023224";"d001";"Corporate"
"Lance";"Nance";"0";"d001";"Corporate"
"Jeanne";"Salas";"109,25000056624413";"d001";"Corporate"
"Frances";"Cupples";"0";"d001";"Corporate"
"Tracy";"Fortner";"210,00000052154064";"d001";"Corporate"
"Jeffery";"Mistretta";"63,250000327825546";"d001";"Corporate"
"John";"Reece";"57,500000298023224";"d001";"Corporate"
"Anna";"Chatmon";"82,50000011175871";"d001";"Corporate"
"Charles";"Boynton";"92,00000047683716";"d001";"Corporate"
"Mary";"Hopper";"80,50000041723251";"d001";"Corporate"
"Bridgette";"Borrelli";"63,250000327825546";"d001";"Corporate"
"Maria";"Northcutt";"57,500000298023224";"d001";"Corporate"
"Kikumi";"Kikuchi";"228,00000056624413";"d001";"Corporate"
"Galen";"Logsdon";"97,75000050663948";"d001";"Corporate"
"Evie";"Warren";"80,50000041723251";"d001";"Corporate"
"Ellen";"Thomas";"97,75000050663948";"d001";"Corporate"
"Lewis";"Prince";"63,250000327825546";"d001";"Corporate"
"Brittany";"O'donnell";"0";"d001";"Corporate"
"Marie";"Jimmerson";"80,50000041723251";"d001";"Corporate"
"Kenneth";"Inglis";"144,00000035762787";"d001";"Corporate"
"Vernon";"Wadley";"57,500000298023224";"d001";"Corporate"
"Barbara";"Keister";"0";"d001";"Corporate"
"Araceli";"Sorrels";"97,75000050663948";"d001";"Corporate"
"Paul";"Wallace";"80,50000041723251";"d001";"Corporate"
"Glenn";"Jordan";"97,75000050663948";"d001";"Corporate"
"Lynn";"Cote";"80,50000041723251";"d001";"Corporate"
"Leah";"Wise";"80,50000041723251";"d001";"Corporate"
"Roy";"Henson";"138,00000071525574";"d001";"Corporate"
"Bradford";"Worley";"63,250000327825546";"d001";"Corporate"
"Mary";"Kelly";"80,50000041723251";"d001";"Corporate"
"Gerard";"Chavez";"97,75000050663948";"d001";"Corporate"
"Carol";"Arent";"82,50000011175871";"d001";"Corporate"
"Millie";"Doherty";"80,50000041723251";"d001";"Corporate"
"David";"Vega";"102,00000025331974";"d001";"Corporate"
"Finley";"Bruce";"80,50000041723251";"d001";"Corporate"
"James";"Holley";"63,250000327825546";"d001";"Corporate"
"David";"Erickson";"168,0000004172325";"d001";"Corporate"
"Andrew";"Stowell";"144,00000035762787";"d001";"Corporate"
"Tiffany";"Williams";"97,75000050663948";"d001";"Corporate"
"Josie";"Harlow";"92,00000047683716";"d001";"Corporate"
"Charles";"Abbott";"82,50000011175871";"d001";"Corporate"
"Jennifer";"Ballard";"86,25000044703484";"d001";"Corporate"
"Elizabeth";"White";"168,0000004172325";"d001";"Corporate"
"Georgina";"Black";"63,250000327825546";"d001";"Corporate"
"Carmen";"Francis";"132,00000017881393";"d001";"Corporate"
"Charlie";"Randall";"80,50000041723251";"d001";"Corporate"
"Renee";"Lewis";"92,00000047683716";"d001";"Corporate"
"Sharen";"Gustin";"63,250000327825546";"d001";"Corporate"
"Cleveland";"Brothers";"82,50000011175871";"d001";"Corporate"
"Russell";"Lyda";"168,0000004172325";"d001";"Corporate"
"Joe";"Clements";"80,50000041723251";"d001";"Corporate"
"Ron";"Taylor";"63,250000327825546";"d001";"Corporate"
"Eva";"Harris";"132,00000017881393";"d001";"Corporate"
"Jacob";"Fox";"92,00000047683716";"d001";"Corporate"
"Lisa";"Romero";"92,00000047683716";"d001";"Corporate"
"Cynthia";"Camarillo";"82,50000011175871";"d001";"Corporate"
"Bryan";"Amezquita";"80,50000041723251";"d001";"Corporate"
"Aito";"Kichida";"63,250000327825546";"d001";"Corporate"
"Amy";"Lathan";"102,00000025331974";"d001";"Corporate"
"Jeremy";"Carlton";"92,00000047683716";"d001";"Corporate"
"Desiree";"Green";"63,250000327825546";"d001";"Corporate"
"Norman";"Burnside";"144,00000035762787";"d001";"Corporate"
"Joseph";"Moreau";"80,50000041723251";"d001";"Corporate"
"Man";"Parker";"74,75000038743019";"d001";"Corporate"
"Dewitt";"Mitchell";"138,00000071525574";"d001";"Corporate"
"Willie";"Steward";"57,500000298023224";"d001";"Corporate"
"Regina";"Johnson";"80,50000041723251";"d001";"Corporate"
"Marguerite";"Clayton";"144,00000035762787";"d001";"Corporate"
"Terry";"Ortiz";"80,50000041723251";"d001";"Corporate"
"David";"Price";"86,25000044703484";"d001";"Corporate"
"Timothy";"Eaton";"109,25000056624413";"d001";"Corporate"
"John";"Rowe";"80,50000041723251";"d001";"Corporate"
"Kimberly";"Barr";"92,00000047683716";"d001";"Corporate"
"Julio";"Kiser";"109,25000056624413";"d001";"Corporate"
"Jeffery";"Johnson";"132,00000017881393";"d001";"Corporate"
"Alexander";"Wagner";"63,250000327825546";"d001";"Corporate"
"Rosa";"Beck";"80,50000041723251";"d001";"Corporate"
"Jacqueline";"Morris";"80,50000041723251";"d001";"Corporate"
"Kristen";"Boyles";"0";"d001";"Corporate"
"Francisco";"Smallwood";"210,00000052154064";"d001";"Corporate"
"David";"Bailey";"80,50000041723251";"d001";"Corporate"
"Grant";"Cole";"63,250000327825546";"d001";"Corporate"
"Frank";"Stockdale";"80,50000041723251";"d001";"Corporate"
"John";"Mercado";"92,00000047683716";"d001";"Corporate"
"Frances";"Garcia";"82,50000011175871";"d001";"Corporate"
"Donald";"Stuart";"0";"d001";"Corporate"
"Harry";"Glenn";"63,250000327825546";"d001";"Corporate"
"Shelly";"Lucas";"92,00000047683716";"d001";"Corporate"
"Jonathan";"Diaz";"132,00000017881393";"d001";"Corporate"
"Patrick";"Marsh";"80,50000041723251";"d001";"Corporate"
"Joyce";"Bronson";"80,50000041723251";"d001";"Corporate"
"Imogen";"Watts";"168,0000004172325";"d001";"Corporate"
"Angela";"Brickley";"86,25000044703484";"d001";"Corporate"
"Sharon";"Neale";"63,250000327825546";"d001";"Corporate"
"Gloria";"Gray";"97,75000050663948";"d001";"Corporate"
"Yvonne";"Straughter";"74,75000038743019";"d001";"Corporate"
"Mollie";"Allen";"63,250000327825546";"d001";"Corporate"
"Billie";"Sweeney";"82,50000011175871";"d001";"Corporate"
"David";"Specht";"0";"d001";"Corporate"
"Roxann";"Lehman";"82,50000011175871";"d001";"Corporate"
"Chris";"Jordan";"74,75000038743019";"d001";"Corporate"
"Curtis";"Cammack";"97,75000050663948";"d001";"Corporate"
"Minnie";"Lee";"80,50000041723251";"d001";"Corporate"
"Gertrude";"Allen";"0";"d001";"Corporate"
"Richard";"Tobias";"82,50000011175871";"d001";"Corporate"
"Shari";"Hicks";"192,00000047683716";"d001";"Corporate"
"Michael";"Bode";"80,50000041723251";"d001";"Corporate"
"Phoebe";"Arnold";"97,75000050663948";"d001";"Corporate"
"Phillip";"Barker";"63,250000327825546";"d001";"Corporate"
"Ivan";"Rodriquez";"80,50000041723251";"d001";"Corporate"
"Lisa";"Durden";"63,250000327825546";"d001";"Corporate"
"Angelica";"Wheat";"80,50000041723251";"d001";"Corporate"
"Geneva";"Carrasquillo";"168,0000004172325";"d001";"Corporate"
"Gilbert";"Smith";"132,00000017881393";"d001";"Corporate"
"Marilyn";"Doherty";"63,250000327825546";"d001";"Corporate"
"Robert";"Rodriguez";"74,75000038743019";"d001";"Corporate"
"Brenda";"Corbeil";"292,500002682209";"d001";"Corporate"
"Kelly";"Riley";"0";"d001";"Corporate"
"Mildred";"Noon";"80,50000041723251";"d001";"Corporate"
"Leroy";"Shepard";"0";"d001";"Corporate"
"Jeannine";"Chipps";"80,50000041723251";"d001";"Corporate"
"Willie";"Orvis";"97,75000050663948";"d001";"Corporate"
"Arnulfo";"Van";"92,00000047683716";"d001";"Corporate"
"Ida";"Scannell";"156,0000003874302";"d001";"Corporate"
"Richard";"Hastings";"97,75000050663948";"d001";"Corporate"
"Woodrow";"Aponte";"80,50000041723251";"d001";"Corporate"
"Jessica";"Scott";"325,00000298023224";"d001";"Corporate"
"Peggy";"Lynch";"82,50000011175871";"d001";"Corporate"
"John";"Jordan";"97,75000050663948";"d001";"Corporate"
"Naomi";"Johnson";"109,25000056624413";"d001";"Corporate"
"Heike";"Aguilar";"97,75000050663948";"d001";"Corporate"
"Priscilla";"Williams";"57,500000298023224";"d001";"Corporate"
"Maria";"Lalli";"63,250000327825546";"d001";"Corporate"
"Cathy";"Vick";"63,250000327825546";"d001";"Corporate"
"Robin";"Ayres";"144,00000035762787";"d001";"Corporate"
"Nettie";"Houston";"80,50000041723251";"d001";"Corporate"
"Stephanie";"Dixon";"63,250000327825546";"d001";"Corporate"
"Jerry";"Hollis";"0";"d001";"Corporate"
"Amanda";"Julien";"57,500000298023224";"d001";"Corporate"
"Megan";"Menzies";"63,250000327825546";"d001";"Corporate"
"Erica";"Savage";"97,75000050663948";"d001";"Corporate"
"Angelo";"Cavender";"228,00000056624413";"d001";"Corporate"
"Scott";"Largo";"0";"d001";"Corporate"
"Bernadette";"Kramer";"63,250000327825546";"d001";"Corporate"
"Sarah";"Parsons";"63,250000327825546";"d001";"Corporate"
"Mary";"Bland";"63,250000327825546";"d001";"Corporate"
"Vicki";"Farnsworth";"82,50000011175871";"d001";"Corporate"
"Dewitt";"Weir";"82,50000011175871";"d001";"Corporate"
"Kikuko";"Sahaku";"102,00000025331974";"d001";"Corporate"
"Ruth";"Westendorf";"82,50000011175871";"d001";"Corporate"
"Lynn";"Robb";"63,250000327825546";"d001";"Corporate"
"Marc";"Scott";"63,250000327825546";"d001";"Corporate"
"Bridgette";"Duncan";"168,0000004172325";"d001";"Corporate"
"Melinda";"Bonk";"80,50000041723251";"d001";"Corporate"
"Sarah";"Struble";"144,00000035762787";"d001";"Corporate"
"Thomas";"Dozier";"292,500002682209";"d001";"Corporate"
"Mary";"Hamby";"97,75000050663948";"d001";"Corporate"
"Kristopher";"Pearson";"97,75000050663948";"d001";"Corporate"
"Bryan";"Pena";"210,00000052154064";"d001";"Corporate"
"James";"Browne";"97,75000050663948";"d001";"Corporate"
"Glenn";"Craven";"63,250000327825546";"d001";"Corporate"
"Mary";"Hembree";"63,250000327825546";"d001";"Corporate"
"Marjorie";"Crooks";"0";"d001";"Corporate"
"Danial";"Cookson";"97,75000050663948";"d001";"Corporate"
"Donald";"Walker";"228,00000056624413";"d001";"Corporate"
"Sharon";"Myles";"156,0000003874302";"d001";"Corporate"
"Kevin";"Collins";"63,250000327825546";"d001";"Corporate"
"Clayton";"Gore";"80,50000041723251";"d001";"Corporate"
"Janet";"Lopes";"97,75000050663948";"d001";"Corporate"
"Kathleen";"Duke";"80,50000041723251";"d001";"Corporate"
"Harold";"Nguyen";"156,0000003874302";"d001";"Corporate"
"Geneva";"Wininger";"92,00000047683716";"d001";"Corporate"
"Bernadine";"Harley";"74,75000038743019";"d001";"Corporate"
"Paige";"Hale";"97,75000050663948";"d001";"Corporate"
"Harold";"Whaley";"80,50000041723251";"d001";"Corporate"
"Michael";"Green";"0";"d001";"Corporate"
"Gilda";"Moore";"80,50000041723251";"d001";"Corporate"
"Mitchell";"Diamond";"92,00000047683716";"d001";"Corporate"
"Grace";"Freeman";"57,500000298023224";"d001";"Corporate"
"Colleen";"Benjamin";"325,00000298023224";"d001";"Corporate"
"Daisy";"Holt";"97,75000050663948";"d001";"Corporate"
"William";"Reinhardt";"63,250000327825546";"d001";"Corporate"
"Toni";"Hill";"132,00000017881393";"d001";"Corporate"
"Melissa";"Chapman";"0";"d001";"Corporate"
"Susan";"Smith";"74,75000038743019";"d001";"Corporate"
"Mary";"Martinez";"80,50000041723251";"d001";"Corporate"
"Lorene";"Rivera";"82,50000011175871";"d001";"Corporate"
"Elbert";"Gagnon";"63,250000327825546";"d001";"Corporate"
"Norman";"Cody";"97,75000050663948";"d001";"Corporate"
"Evan";"Pugh";"97,75000050663948";"d001";"Corporate"
"Patricia";"Larson";"156,0000003874302";"d001";"Corporate"
"Junior";"Cox";"80,50000041723251";"d001";"Corporate"
"John";"Cardenas";"86,25000044703484";"d001";"Corporate"
"Thomas";"Bernardi";"80,50000041723251";"d001";"Corporate"
"Linda";"Negrete";"97,75000050663948";"d001";"Corporate"
"Gwendolyn";"Mitchell";"325,00000298023224";"d001";"Corporate"
"Francisco";"Nelson";"80,50000041723251";"d001";"Corporate"
"Jae";"Jeter";"325,00000298023224";"d001";"Corporate"
"Sumiya";"Kamimura";"57,500000298023224";"d001";"Corporate"
"Terry";"Rothermel";"228,00000056624413";"d001";"Corporate"
"Libby";"Hooper";"97,75000050663948";"d001";"Corporate"
"Robert";"Peters";"109,25000056624413";"d001";"Corporate"
"Susan";"Erickson";"80,50000041723251";"d001";"Corporate"
"Dorothy";"Holcomb";"97,75000050663948";"d001";"Corporate"
"Catherine";"Williams";"92,00000047683716";"d001";"Corporate"
"Christopher";"Johnson";"80,50000041723251";"d001";"Corporate"
"Cameron";"Wolfe";"80,50000041723251";"d001";"Corporate"
"Allen";"Saladino";"86,25000044703484";"d001";"Corporate"
"Sharon";"Kozak";"102,00000025331974";"d001";"Corporate"
"John";"Fraser";"80,50000041723251";"d001";"Corporate"
"Justina";"Regalado";"80,50000041723251";"d001";"Corporate"
"Christine";"Quintana";"97,75000050663948";"d001";"Corporate"
"Morgan";"Gibbons";"63,250000327825546";"d001";"Corporate"
"Bruce";"Ogara";"63,250000327825546";"d001";"Corporate"
"Essie";"Dunagan";"97,75000050663948";"d001";"Corporate"
"Betty";"Dodd";"86,25000044703484";"d001";"Corporate"
"Mary";"Trent";"80,50000041723251";"d001";"Corporate"
"Cameron";"Power";"0";"d001";"Corporate"
"James";"Mitchell";"92,00000047683716";"d001";"Corporate"
"Chase";"Foxwell";"0";"d001";"Corporate"
"Aimee";"Henry";"97,75000050663948";"d001";"Corporate"
"Harry";"George";"63,250000327825546";"d001";"Corporate"
"Cecelia";"Juarez";"102,00000025331974";"d001";"Corporate"
"Ramona";"Kuhl";"80,50000041723251";"d001";"Corporate"
"Jane";"Rankin";"63,250000327825546";"d001";"Corporate"
"Joshua";"Hannah";"63,250000327825546";"d001";"Corporate"
"Michael";"Lima";"97,75000050663948";"d001";"Corporate"
"Henry";"Masterson";"63,250000327825546";"d001";"Corporate"
"April";"Polk";"102,00000025331974";"d001";"Corporate"
"Julie";"Day";"80,50000041723251";"d001";"Corporate"
"William";"Fultz";"144,00000035762787";"d001";"Corporate"
"Terry";"Plum";"57,500000298023224";"d001";"Corporate"
"Mohammad";"Storey";"82,50000011175871";"d001";"Corporate"
"Kelly";"Rodriguez";"57,500000298023224";"d001";"Corporate"
"Nancy";"Ostrander";"138,00000071525574";"d001";"Corporate"
"Rachel";"Brooks";"92,00000047683716";"d001";"Corporate"
"Dorothy";"Hynes";"57,500000298023224";"d001";"Corporate"
"Manuel";"Armstrong";"102,00000025331974";"d001";"Corporate"
"Courtney";"Hill";"80,50000041723251";"d001";"Corporate"
"Eric";"Moore";"57,500000298023224";"d001";"Corporate"
"James";"Glover";"80,50000041723251";"d001";"Corporate"
"Michelle";"Ortego";"57,500000298023224";"d001";"Corporate"
"Helen";"Ward";"80,50000041723251";"d001";"Corporate"
"Lily";"Conway";"92,00000047683716";"d001";"Corporate"
"Natsue";"Kato";"80,50000041723251";"d001";"Corporate"
"Joanna";"Stuart";"80,50000041723251";"d001";"Corporate"
"Jonathan";"Chen";"132,00000017881393";"d001";"Corporate"
"Carol";"Nagy";"80,50000041723251";"d001";"Corporate"
"Ines";"Jones";"63,250000327825546";"d001";"Corporate"
"Jerry";"Moore";"97,75000050663948";"d001";"Corporate"
"Eleanor";"Schramm";"74,75000038743019";"d001";"Corporate"
"Lisa";"Leonard";"82,50000011175871";"d001";"Corporate"
"Melissa";"Stonecipher";"132,00000032782555";"d001";"Corporate"
"Glenn";"Howard";"74,75000038743019";"d001";"Corporate"
"Wesley";"Blessing";"109,25000056624413";"d001";"Corporate"
"Linda";"Davis";"97,75000050663948";"d001";"Corporate"
"Felix";"Mcclure";"82,50000011175871";"d001";"Corporate"
"Janice";"Shaffer";"80,50000041723251";"d001";"Corporate"
"Cheryl";"Sapp";"97,75000050663948";"d001";"Corporate"
"Robert";"Burke";"97,75000050663948";"d001";"Corporate"
"Owen";"Crume";"63,250000327825546";"d001";"Corporate"
"Nicholas";"Moran";"80,50000041723251";"d001";"Corporate"
"Douglas";"Trombetta";"80,50000041723251";"d001";"Corporate"
"Joseph";"Corona";"102,00000025331974";"d001";"Corporate"
"Donna";"Waldschmidt";"80,50000041723251";"d001";"Corporate"
"Peggy";"Thomas";"192,00000047683716";"d001";"Corporate"
"Adam";"Mote";"97,75000050663948";"d001";"Corporate"
"Luann";"Chandler";"80,50000041723251";"d001";"Corporate"
"Jean";"White";"144,00000035762787";"d001";"Corporate"
"David";"Fox";"168,0000004172325";"d001";"Corporate"
"Laura";"Goodnight";"97,75000050663948";"d001";"Corporate"
"John";"Fite";"63,250000327825546";"d001";"Corporate"
"Bernard";"Barnes";"80,50000041723251";"d001";"Corporate"
"Jaimie";"Fisher";"97,75000050663948";"d001";"Corporate"
"Shannon";"Spalding";"80,50000041723251";"d001";"Corporate"
"Nicki";"Watts";"97,75000050663948";"d001";"Corporate"
"Boris";"Ramon";"63,250000327825546";"d001";"Corporate"
"Stephanie";"Siems";"80,50000041723251";"d001";"Corporate"
"Paul";"Wetzel";"97,75000050663948";"d001";"Corporate"
"Michael";"King";"80,50000041723251";"d001";"Corporate"
"Chelsea";"Ward";"97,75000050663948";"d001";"Corporate"
"Scott";"Beasley";"80,50000041723251";"d001";"Corporate"
"Thomas";"Burney";"57,500000298023224";"d001";"Corporate"
"Kayleigh";"Heath";"168,0000004172325";"d001";"Corporate"
"Theresa";"Irick";"97,75000050663948";"d001";"Corporate"
"Brian";"Pedroza";"102,00000025331974";"d001";"Corporate"
"Phillip";"Lehman";"86,25000044703484";"d001";"Corporate"
"Elliott";"Smith";"92,00000047683716";"d001";"Corporate"
"Wilfredo";"Wilson";"144,00000035762787";"d001";"Corporate"
"Kiyotaka";"Kamitani";"63,250000327825546";"d001";"Corporate"
"Oscar";"Ford";"0";"d001";"Corporate"
"Earline";"Rountree";"92,00000047683716";"d001";"Corporate"
"Sara";"Hiller";"97,75000050663948";"d001";"Corporate"
"Mary";"Drum";"92,00000047683716";"d001";"Corporate"
"Christopher";"Patterson";"63,250000327825546";"d001";"Corporate"
"Janel";"Sutter";"97,75000050663948";"d001";"Corporate"
"Beth";"Rodriguez";"82,50000011175871";"d001";"Corporate"
"Bonnie";"Ballard";"192,00000047683716";"d001";"Corporate"
"William";"Jacobs";"138,00000071525574";"d001";"Corporate"
"Carole";"Saldana";"102,00000025331974";"d001";"Corporate"
"Frank";"Jones";"97,75000050663948";"d001";"Corporate"
"Mary";"Nelson";"80,50000041723251";"d001";"Corporate"
"Maria";"Dickerson";"80,50000041723251";"d001";"Corporate"
"Shirley";"Bryant";"0";"d001";"Corporate"
"Coleen";"Olivas";"132,00000017881393";"d001";"Corporate"
"Richard";"Snyder";"144,00000035762787";"d001";"Corporate"
"Sherri";"Pollack";"63,250000327825546";"d001";"Corporate"
"Anthony";"Case";"102,00000025331974";"d001";"Corporate"
"Clara";"Stewart";"97,75000050663948";"d001";"Corporate"
"Frank";"Mendez";"63,250000327825546";"d001";"Corporate"
"Kathie";"Briggs";"63,250000327825546";"d001";"Corporate"
"Paul";"Johnson";"80,50000041723251";"d001";"Corporate"
"Jasmin";"Ross";"80,50000041723251";"d001";"Corporate"
