EmployeeID,First_Name,Surname,StreetAddress,Age,Office,Office_Type,Notes,Start_Date,Termination_Date,Active_Status_corrige
100977,Lily,Griffiths,26 Main Rd,38,London,Corporate,Changes for 2021.06:  ,2013-09-09,2013-12-23,0
100978,Gladys,Mcdowell,2098 Hamill Avenue,29,NYC,Corporate,Changes for 2021.06:  ,2013-09-16,2016-12-07,0
100979,Ruthie,Noble,3522 Broadway Street,52,NYC,Corporate,Changes for 2021.06:  ,2013-09-16,2018-06-06,0
100980,Robert,Smith,1129 Emerson Road,38,NYC,Corporate,Changes for 2021.06:  ,2013-09-16,2100-12-12,1
100981,Kimberly,Barr,3589 Cottonwood Lane,59,NYC,Corporate,Changes for 2021.06:  ,2013-09-16,2019-11-26,0
100982,Dennis,Selzer,2457 Bingamon Branch Road,62,Boulder,Technology,Changes for 2021.06:  ,2013-09-16,2100-12-12,1
100983,Herman,Schulz,Pls vei 210,54,Oslo,Technology,Changes for 2021.06:  ,2013-09-16,2100-12-12,1
100984,Robert,Burke,80 Lincoln Green Lane,52,London,Corporate,Changes for 2021.06:  ,2013-09-16,2013-11-28,0
100985,Hayden,Kemp,8 Front St,55,London,Corporate,Changes for 2021.06:  ,2013-09-16,2014-09-24,0
100986,John,Watts,347 Euclid Avenue,24,NYC,Corporate,Changes for 2021.06:  ,2013-09-23,2020-06-07,0
100987,Teresa,Osborn,1990 Brooke Street,30,NYC,Corporate,Changes for 2021.06:  ,2013-09-23,2100-12-12,1
100988,Paula,Brooks,1154 Simons Hollow Road,57,Boulder,Technology,Changes for 2021.06:  ,2013-09-23,2100-12-12,1
100989,Nathan,Snyder,1828 Old Dear Lane,28,Boulder,Technology,Changes for 2021.06:  ,2013-09-23,2100-12-12,1
100990,Clinton,Dailey,3509 Better Street,39,Boulder,Technology,Changes for 2021.06:  ,2013-09-23,2015-02-12,0
100991,Maria,Weatherwax,2801 Terra Street,66,NYC,Corporate,Changes for 2021.06:  ,2013-09-30,2017-07-04,0
100992,Debra,Robinson,4262 Elk Rd Little,31,NYC,Corporate,Changes for 2021.06:  ,2013-09-30,2015-05-14,0
100993,Tiffany,Gregory,3496 Jenna Lane,33,NYC,Corporate,Changes for 2021.06:  ,2013-09-30,2018-04-12,0
100994,Joseph,Isaacson,1430 Lyon Avenue,45,NYC,Corporate,Changes for 2021.06:  ,2013-09-30,2100-12-12,1
100995,Marie,Whitted,1065 Blair Court,59,NYC,Corporate,Changes for 2021.06:  ,2013-09-30,2013-12-03,0
100996,Lois,Brown,527 Edsel Road,59,Boulder,Technology,Changes for 2021.06:  ,2013-09-30,2018-07-31,0
100997,Gary,Rizzo,4987 Archwood Avenue,41,Boulder,Technology,Changes for 2021.06:  ,2013-09-30,2100-12-12,1
100998,Gussie,Boerner,287 Douglas Dairy Road,62,Boulder,Technology,Changes for 2021.06:  ,2013-09-30,2020-09-01,0
100999,Fillip,Aamodt,Saghaugen 180,34,Oslo,Technology,Changes for 2021.06:  ,2013-09-30,2014-06-26,0
101000,Othilie,Johansson,Fredlundsvingen 74,33,Oslo,Technology,Changes for 2021.06:  Termed,2013-09-30,2023-01-31,0
101001,Carolyn,Sholar,2201 Ridge Road,50,NYC,Corporate,Changes for 2021.06:  ,2013-10-07,2100-12-12,1
101002,Nancy,Schreiber,3365 Broadway Street,53,NYC,Corporate,Changes for 2021.06:  ,2013-10-07,2016-01-25,0
101003,Carmon,Horton,4409 Turnpike Drive,38,NYC,Corporate,Changes for 2021.06:  Termed,2013-10-07,2023-05-02,0
101004,Herminia,Hodapp,636 Peaceful Lane,46,Boulder,Technology,Changes for 2021.06:  ,2013-10-07,2014-09-11,0
101005,Harry,Sanders,91 Stone St,30,London,Corporate,Changes for 2021.06:  ,2013-10-07,2100-12-12,1
101006,Timothy,Smith,2818 Hannah Street,49,NYC,Corporate,Changes for 2021.06:  ,2013-10-14,2100-12-12,1
101007,Randall,Mayberry,2084 Birch  Street,51,NYC,Corporate,Changes for 2021.06:  ,2013-10-14,2100-12-12,1
101008,Brenda,Corbeil,3070 Buena Vista Avenue,46,NYC,Corporate,Changes for 2021.06:  ,2013-10-14,2100-12-12,1
101009,Shirley,Bryant,1614 Cemetery Street,33,NYC,Corporate,Changes for 2021.06:  ,2013-10-14,2021-01-22,0
101010,William,Haines,1338 Bolman Court,51,NYC,Corporate,Changes for 2021.06:  ,2013-10-14,2017-07-05,0
101011,Lynn,Stone,4016 Platinum Drive,61,Boulder,Technology,Changes for 2021.06:  ,2013-10-14,2100-12-12,1
101012,Jannie,Nguyen,133 Atha Drive,60,Boulder,Technology,Changes for 2021.06:  ,2013-10-14,2015-11-03,0
101013,Jacquelyn,Dasilva,897 Wayside Lane,43,Boulder,Technology,Changes for 2021.06:  ,2013-10-14,2014-07-24,0
101014,James,Simmons,1396 Burke Street,59,Boulder,Technology,Changes for 2021.06:  ,2013-10-14,2014-11-26,0
101015,Thomas,Nicholson,46 Hertingfordbury Rd,30,London,Corporate,Changes for 2021.06:  ,2013-10-14,2016-08-16,0
101016,Susan,Clark,758 Dog Hill Lane,28,NYC,Corporate,Changes for 2021.06:  ,2013-10-21,2018-08-23,0
101017,Becky,Burton,2127 Cooks Mine Road,38,NYC,Corporate,Changes for 2021.06:  ,2013-10-21,2100-12-12,1
101018,Isabelle,Woods,38 Wressle Road,59,London,Corporate,Changes for 2021.06:  ,2013-10-21,2014-06-06,0
101019,Morgan,Stephenson,18 Cefn Road,34,London,Corporate,Changes for 2021.06:  ,2013-10-21,2017-01-16,0
101020,Mamie,Bonneau,2714 Devils Hill Road,37,NYC,Corporate,Changes for 2021.06:  ,2013-10-28,2100-12-12,1
101021,Maurice,Evans,27 Retreat Avenue,38,NYC,Corporate,Changes for 2021.06:  ,2013-10-28,2100-12-12,1
101022,Barry,Stein,1135 Virgil Street,34,Boulder,Technology,Changes for 2021.06:  ,2013-10-28,2014-11-05,0
101023,Thelma,Malone,3557 Neuport Lane,32,Boulder,Technology,Changes for 2021.06:  ,2013-10-28,2018-03-30,0
101024,George,Pearson,3217 North Street,59,Boulder,Technology,Changes for 2021.06:  Termed,2013-10-28,2022-02-22,0
101025,Emil,Knight,2551 Lightning Point Drive,54,Boulder,Technology,Changes for 2021.06:  ,2013-10-28,2015-10-28,0
101026,Matteo,Rognmo,Bergverksgata 139,57,Oslo,Technology,Changes for 2021.06:  ,2013-10-28,2100-12-12,1
101027,Lucas,Jrgensen,Peder Skrams veg 7,42,Oslo,Technology,Changes for 2021.06:  ,2013-10-28,2100-12-12,1
101028,George,Holmes,865 Veltri Drive,31,NYC,Corporate,Changes for 2021.06:  ,2013-11-04,2016-06-15,0
101029,James,White,3541 Elm Drive,39,Boulder,Technology,Changes for 2021.06:  ,2013-11-04,2016-05-05,0
101030,Scott,Bush,932 Neville Street,54,Boulder,Technology,Changes for 2021.06:  ,2013-11-04,2100-12-12,1
101031,James,Lattin,2940 Willison Street,44,Boulder,Technology,Changes for 2021.06:  ,2013-11-04,2100-12-12,1
101032,Matthew,Coil,459 Bernardo Street,59,Boulder,Technology,Changes for 2021.06:  ,2013-11-04,2100-12-12,1
101033,Anna,Mathis,3628 Bridge Avenue,46,Boulder,Technology,Changes for 2021.06:  ,2013-11-04,2100-12-12,1
101034,Howard,Heckman,4547 Medical Center Drive,25,Boulder,Technology,Changes for 2021.06:  ,2013-11-04,2100-12-12,1
101035,Lucy,Harper,96 Baldock Street,31,London,Corporate,Changes for 2021.06:  ,2013-11-04,2016-04-01,0
101036,Amy,Carlton,1467 Chestnut Street,60,SanJose,Corporate,Changes for 2021.06:  ,2013-11-04,2100-12-12,1
101037,Rosalie,Fischer,1509 Perry Street,56,NYC,Corporate,Changes for 2021.06:  ,2013-11-11,2100-12-12,1
101038,James,Tyler,4866 Fairfax Drive,66,NYC,Corporate,Changes for 2021.06:  ,2013-11-11,2100-12-12,1
101039,Tyrone,Pritchett,4090 Chicago Avenue,64,NYC,Corporate,Changes for 2021.06:  ,2013-11-11,2100-12-12,1
101040,Donald,Walker,2871 White Lane,26,NYC,Corporate,Changes for 2021.06:  ,2013-11-11,2100-12-12,1
101041,Lucinda,Dixon,4048 Williams Avenue,39,NYC,Corporate,Changes for 2021.06:  ,2013-11-11,2018-02-01,0
101042,Heather,Schulz,131 Eva Pearl Street,39,Boulder,Technology,Changes for 2021.06:  ,2013-11-11,2018-01-11,0
101043,James,Davie,3038 Luke Lane,38,Boulder,Technology,Changes for 2021.06:  Termed,2013-11-11,2021-11-27,0
101044,Celia,Brown,1284 Grand Avenue,48,Boulder,Technology,Changes for 2021.06:  ,2013-11-11,2100-12-12,1
101045,Fritz,Murphy,1634 Dane Street,28,Boulder,Technology,Changes for 2021.06:  ,2013-11-11,2018-08-30,0
101046,Simon,Cruz,1791 Fidler Drive,25,Boulder,Technology,Changes for 2021.06:  ,2013-11-11,2100-12-12,1
101047,Bradley,Thomas,3836 Jail Drive,53,Boulder,Technology,Changes for 2021.06:  ,2013-11-11,2100-12-12,1
101048,Bradley,Miles,95 Warner Close,28,London,Corporate,Changes for 2021.06:  ,2013-11-11,2018-12-15,0
101049,Louie,Francis,99 Gloucester Road,36,London,Corporate,Changes for 2021.06:  ,2013-11-11,2019-12-01,0
101050,Cecelia,Price,3996 Broadway Avenue,40,NYC,Corporate,Changes for 2021.06:  ,2013-11-18,2100-12-12,1
101051,Victor,Gilbert,1 Rogers Street,44,NYC,Corporate,Changes for 2021.06:  ,2013-11-18,2014-05-21,0
101052,Daniel,Frederick,3473 Berkley Street,52,NYC,Corporate,Changes for 2021.06:  Termed,2013-11-18,2023-06-12,0
101053,Stephanie,King,30 Bates Brothers Road,28,NYC,Corporate,Changes for 2021.06:  ,2013-11-18,2014-01-29,0
101054,Heather,Shields,3671 Arbutus Drive,33,NYC,Corporate,Changes for 2021.06:  ,2013-11-18,2100-12-12,1
101055,Mark,Miller,243 Sunny Day Drive,49,NYC,Corporate,Changes for 2021.06:  Termed,2013-11-18,2021-06-01,0
101056,John,Aaron,918 Main Street,42,NYC,Corporate,Changes for 2021.06:  ,2013-11-18,2016-03-17,0
101057,Frances,Erickson,3054 Maple Avenue,47,NYC,Corporate,Changes for 2021.06:  ,2013-11-18,2015-05-22,0
101058,Nathan,Parra,2192 Broaddus Avenue,59,Boulder,Technology,Changes for 2021.06:  ,2013-11-18,2100-12-12,1
101059,Aaron,Bliss,3509 Cecil Street,27,Boulder,Technology,Changes for 2021.06:  ,2013-11-18,2100-12-12,1
101060,Joshua,Stamps,904 Edwards Street,62,Boulder,Technology,Changes for 2021.06:  Termed,2013-11-18,2021-05-24,0
101061,Robert,Lampman,313 Virgil Street,58,Boulder,Technology,Changes for 2021.06:  ,2013-11-18,2100-12-12,1
101062,Emily,Meyer,4944 Bicetown Road,46,NYC,Corporate,Changes for 2021.06:  ,2013-11-25,2100-12-12,1
101063,Angela,Dickinson,392 Stratford Park,27,NYC,Corporate,Changes for 2021.06:  ,2013-11-25,2014-02-26,0
101064,Roland,Holland,4763 Tennessee Avenue,47,Boulder,Technology,Changes for 2021.06:  ,2013-11-25,2016-10-05,0
101065,Michael,Spengler,3252 Coolidge Street,40,Boulder,Technology,Changes for 2021.06:  Termed,2013-11-25,2022-09-15,0
101066,Marsha,Thomas,2015 Lady Bug Drive,32,Boulder,Technology,Changes for 2021.06:  Termed,2013-11-25,2023-11-13,0
101067,Louis,Kirk,97 Nith Street,34,London,Corporate,Changes for 2021.06:  Termed,2013-11-25,2023-11-12,0
101068,Earl,Scales,4671 Stratford Drive,36,NYC,Corporate,Changes for 2021.06:  ,2013-12-02,2017-12-19,0
101069,Carol,Arent,2163 Romano Street,59,NYC,Corporate,Changes for 2021.06:  ,2013-12-02,2014-03-05,0
101070,Jessica,Goodrich,4395 Duke Lane,48,Boulder,Technology,Changes for 2021.06:  ,2013-12-02,2100-12-12,1
101071,Mario,Nix,2510 Goff Avenue,37,Boulder,Technology,Changes for 2021.06:  Termed,2013-12-02,2022-11-08,0
101072,Lee,Holley,3193 Sarah Drive,61,Boulder,Technology,Changes for 2021.06:  ,2013-12-02,2014-11-05,0
101073,Audrey,Sanders,4014 Simpson Square,38,Boulder,Technology,Changes for 2021.06:  ,2013-12-02,2100-12-12,1
101074,Jeffry,Oliver,166 Clarence Court,34,Boulder,Technology,Changes for 2021.06:  ,2013-12-02,2019-08-29,0
101075,Cameron,Power,70 Southern Way,61,London,Corporate,Changes for 2021.06:  ,2013-12-02,2017-11-30,0
101076,James,Evans,22 Harehills Lane,27,London,Corporate,Changes for 2021.06:  ,2013-12-02,2016-01-20,0
101077,Tyrone,Crews,4411 Myra Street,46,NYC,Corporate,Changes for 2021.06:  Termed,2013-12-09,2023-07-12,0
101078,Edwin,Cook,2153 Nelm Street,30,NYC,Corporate,Changes for 2021.06:  Termed,2013-12-09,2023-04-21,0
101079,Matthew,Anderson,312 Spirit Drive,68,NYC,Corporate,Changes for 2021.06:  ,2013-12-09,2100-12-12,1
101080,Sean,Tate,4444 Barrington Court,26,NYC,Corporate,Changes for 2021.06:  ,2013-12-09,2014-09-15,0
101081,Edward,Trejo,2637 Fieldcrest Road,42,NYC,Corporate,Changes for 2021.06:  ,2013-12-09,2100-12-12,1
101082,Andrew,Harris,1471 Leo Street,35,Boulder,Technology,Changes for 2021.06:  ,2013-12-09,2018-06-10,0
101083,Sigurd,Hansson,Tomasbakken 217,52,Oslo,Technology,Changes for 2021.06:  ,2013-12-09,2100-12-12,1
101084,Eleanor,Kerr,77 Park Terrace,43,London,Corporate,Changes for 2021.06:  ,2013-12-09,2100-12-12,1
101085,Jimmy,Johnson,1764 Broaddus Avenue,40,NYC,Corporate,Changes for 2021.06:  ,2013-12-16,2100-12-12,1
101086,Dalia,Terry,2962 Benedum Drive,61,NYC,Corporate,Changes for 2021.06:  ,2013-12-16,2019-12-25,0
101087,Amanda,Mccaa,2569 Pine Tree Lane,41,NYC,Corporate,Changes for 2021.06:  ,2013-12-16,2015-06-22,0
101088,James,Pecor,1779 Gandy Street,61,NYC,Corporate,Changes for 2021.06:  ,2013-12-16,2018-07-18,0
101089,John,Smith,3242 County Line Road,45,NYC,Corporate,Changes for 2021.06:  ,2013-12-16,2100-12-12,1
101090,Marlene,Jimenez,3511 Wescam Court,61,Boulder,Technology,Changes for 2021.06:  ,2013-12-16,2014-06-05,0
101091,Juanita,Beard,1369 Penn Street,32,Boulder,Technology,Changes for 2021.06:  ,2013-12-16,2100-12-12,1
101092,Nicholas,Clark,3016 Woodhill Avenue,51,Boulder,Technology,Changes for 2021.06:  ,2013-12-16,2016-01-15,0
101093,Karen,Perry,3507 Maple Court,36,Boulder,Technology,Changes for 2021.06:  ,2013-12-16,2100-12-12,1
101094,Erica,King,1116 Village View Drive,63,NYC,Corporate,Changes for 2021.06:  ,2013-12-23,2100-12-12,1
101095,James,Palmer,4395 Wood Duck Drive,52,NYC,Corporate,Changes for 2021.06:  ,2013-12-23,2018-02-07,0
101096,Jacqueline,Morris,493 Steele Street,49,NYC,Corporate,Changes for 2021.06:  Termed,2013-12-23,2021-02-17,0
101097,Donna,Waldschmidt,2403 Broadway Street,31,NYC,Corporate,Changes for 2021.06:  ,2013-12-23,2100-12-12,1
101098,Rosa,Lawhorn,3892 Flinderation Road,35,Boulder,Technology,Changes for 2021.06:  ,2013-12-23,2100-12-12,1
101099,Timothy,Porcaro,3962 Buffalo Creek Road,54,Boulder,Technology,Changes for 2021.06:  ,2013-12-23,2014-10-27,0
101100,Mary,Reddy,2384 McDowell Street,26,Boulder,Technology,Changes for 2021.06:  Termed,2013-12-23,2021-07-12,0
101101,Stanley,Mancini,1116 Circle Drive,31,Boulder,Technology,Changes for 2021.06:  ,2013-12-23,2018-02-27,0
101102,Thomas,Ramsey,2556 Christie Way,46,Boulder,Technology,Changes for 2021.06:  ,2013-12-23,2014-09-30,0
101103,Rita,Jackson,2643 Laurel Lee,52,Boulder,Technology,Changes for 2021.06:  Termed,2013-12-23,2023-06-18,0
101104,Phillip,Hasting,3991 Elmwood Avenue,59,Boulder,Technology,Changes for 2021.06:  ,2013-12-23,2016-07-26,0
101105,Finlay,Reeves,48 St Omers Road,61,London,Corporate,Changes for 2021.06:  ,2013-12-23,2014-09-19,0
101106,Jason,Mccoy,125 Harry Place,61,NYC,Corporate,Changes for 2021.06:  ,2013-12-30,2020-11-25,0
101107,Jeffrey,Johnston,4832 Broaddus Avenue,42,NYC,Corporate,Changes for 2021.06:  ,2013-12-30,2100-12-12,1
101108,Anita,Baumbach,997 Simpson Street,41,NYC,Corporate,Changes for 2021.06:  ,2013-12-30,2019-05-01,0
101109,Willie,Mullins,182 Henry Ford Avenue,43,Boulder,Technology,Changes for 2021.06:  ,2013-12-30,2100-12-12,1
101110,Andreas,Vers,Blekergata 58,48,Oslo,Technology,Changes for 2021.06:  ,2013-12-30,2100-12-12,1
101111,Eve,Dodd,27 Henley Road,34,London,Corporate,Changes for 2021.06:  ,2013-12-30,2100-12-12,1
101112,Olga,Delany,844 Burnside Avenue,34,NYC,Corporate,Changes for 2021.06:  ,2014-01-06,2016-11-17,0
101113,Eric,Gariepy,2290 Peaceful Lane,40,NYC,Corporate,Changes for 2021.06:  ,2014-01-06,2020-07-14,0
101114,Tammy,Cruz,2988 Quiet Valley Lane,32,NYC,Corporate,Changes for 2021.06:  Termed,2014-01-06,2022-01-20,0
101115,Robert,Masterson,1969 Grim Avenue,27,Boulder,Technology,Changes for 2021.06:  ,2014-01-06,2016-12-13,0
101116,Justin,Sherwood,4184 Passaic Street,31,Boulder,Technology,Changes for 2021.06:  ,2014-01-06,2015-12-04,0
101117,Jasmine,Baker,8 Moulton Road,37,London,Corporate,Changes for 2021.06:  ,2014-01-06,2018-08-04,0
101118,Paul,Jacobs,1174 Patterson Road,47,NYC,Corporate,Changes for 2021.06:  ,2014-01-13,2100-12-12,1
101119,Faye,Groover,1845 Courtright Street,26,NYC,Corporate,Changes for 2021.06:  ,2014-01-13,2016-02-24,0
101120,Mildred,Cline,3179 Watson Street,27,Boulder,Technology,Changes for 2021.06:  ,2014-01-13,2014-12-03,0
101121,Paul,Lane,1652 Metz Lane,51,Boulder,Technology,Changes for 2021.06:  ,2014-01-13,2016-01-25,0
101122,Danielle,Burgos,1662 Walnut Avenue,41,Boulder,Technology,Changes for 2021.06:  ,2014-01-13,2017-07-26,0
101123,Joseph,Holmes,4922 Leo Street,54,Boulder,Technology,Changes for 2021.06:  ,2014-01-13,2100-12-12,1
101124,Travis,Rodriguez,2312 Bottom Lane,58,Boulder,Technology,Changes for 2021.06:  Termed,2014-01-13,2023-01-16,0
101125,Larry,Adams,1592 Charack Road,25,Boulder,Technology,Changes for 2021.06:  ,2014-01-13,2100-12-12,1
101126,Abbie,Pearson,86 Dover Road,28,London,Corporate,Changes for 2021.06:  Termed,2014-01-13,2022-04-25,0
101127,Yolanda,Hughes,999 Luke Lane,68,NYC,Corporate,Changes for 2021.06:  ,2014-01-20,2100-12-12,1
101128,Eva,Cogburn,3644 Traction Street,56,Boulder,Technology,Changes for 2021.06:  ,2014-01-20,2100-12-12,1
101129,Oscar,Stark,2422 Brooke Street,40,Boulder,Technology,Changes for 2021.06:  ,2014-01-20,2017-07-14,0
101130,Oliver,Neset,Sommerveita 6,29,Oslo,Technology,Changes for 2021.06:  ,2014-01-20,2018-05-16,0
101131,Sienna,Martin,17 Whitby Road,58,London,Corporate,Changes for 2021.06:  Termed,2014-01-20,2023-11-11,0
101132,Willie,Orvis,3199 Parkway Drive,68,NYC,Corporate,Changes for 2021.06:  ,2014-01-27,2100-12-12,1
101133,Clara,Stewart,2587 Davis Place,36,NYC,Corporate,Changes for 2021.06:  ,2014-01-27,2100-12-12,1
101134,Wayne,Flores,3817 Lady Bug Drive,67,NYC,Corporate,Changes for 2021.06:  ,2014-01-27,2100-12-12,1
101135,Maria,Mcfarland,1905 Chandler Drive,56,NYC,Corporate,Changes for 2021.06:  ,2014-01-27,2014-12-24,0
101136,Max,Williams,2363 Don Jackson Lane,34,NYC,Corporate,Changes for 2021.06:  ,2014-01-27,2018-03-23,0
101137,Emily,Fluellen,1072 Marie Street,46,NYC,Corporate,Changes for 2021.06:  ,2014-01-27,2100-12-12,1
101138,Michael,Miller,882 Cook Hill Road,44,Boulder,Technology,Changes for 2021.06:  Termed,2014-01-27,2022-10-21,0
101139,Russell,Boyd,3706 Big Elm,25,Boulder,Technology,Changes for 2021.06:  ,2014-01-27,2100-12-12,1
101140,Stephanie,Warrick,3754 Grand Avenue,57,Boulder,Technology,Changes for 2021.06:  ,2014-01-27,2021-04-18,0
101141,Anna,Olsen,Veslekroken 40,59,Oslo,Technology,Changes for 2021.06:  ,2014-01-27,2100-12-12,1
101142,Thomas,Freeman,82 St James Boulevard,28,London,Corporate,Changes for 2021.06:  ,2014-01-27,2100-12-12,1
101143,Mary,Romero,557 Wilson Street,40,SanJose,Corporate,Changes for 2021.06:  ,2014-01-27,2100-12-12,1
101144,Leah,Richardson,496 Hidden Pond Road,28,NYC,Corporate,Changes for 2021.06:  ,2014-02-03,2100-12-12,1
101145,Laura,Brown,2461 Counts Lane,43,NYC,Corporate,Changes for 2021.06:  ,2014-02-03,2100-12-12,1
101146,Sandra,Mccoy,4853 Barnes Avenue,48,Boulder,Technology,Changes for 2021.06:  ,2014-02-03,2100-12-12,1
101147,Herbert,Houston,4452 Emeral Dreams Drive,51,Boulder,Technology,Changes for 2021.06:  ,2014-02-03,2019-06-24,0
101148,Wesley,Monnier,22 Tibbs Avenue,57,Boulder,Technology,Changes for 2021.06:  ,2014-02-03,2100-12-12,1
101149,Whitney,Fletcher,907 Bassel Street,31,Boulder,Technology,Changes for 2021.06:  ,2014-02-03,2100-12-12,1
101150,Ulysses,Godbold,2976 Railroad Street,35,Boulder,Technology,Changes for 2021.06:  ,2014-02-03,2100-12-12,1
101151,Yasmin,Morton,63 Seafield Place,62,London,Corporate,Changes for 2021.06:  ,2014-02-03,2100-12-12,1
101152,Charlene,Marasco,1331 Deer Ridge Drive,66,NYC,Corporate,Changes for 2021.06:  ,2014-02-10,2100-12-12,1
101153,Elizabeth,Hardy,1066 New Street,39,NYC,Corporate,Changes for 2021.06:  ,2014-02-10,2100-12-12,1
101154,Paul,Proctor,245 Willow Greene Drive,33,NYC,Corporate,Changes for 2021.06:  Termed,2014-02-10,2022-04-25,0
101155,Antonio,Coppinger,614 Timber Ridge Road,27,NYC,Corporate,Changes for 2021.06:  Termed,2014-02-10,2023-10-08,0
101156,Melody,Farrar,4294 Hartland Avenue,55,NYC,Corporate,Changes for 2021.06:  ,2014-02-10,2017-01-12,0
101157,Kathleen,Duke,1484 Clifford Street,38,NYC,Corporate,Changes for 2021.06:  ,2014-02-10,2018-05-15,0
101158,Marion,Fore,4355 Camden Street,33,NYC,Corporate,Changes for 2021.06:  ,2014-02-10,2100-12-12,1
101159,James,Weber,4900 Roosevelt Road,42,NYC,Corporate,Changes for 2021.06:  ,2014-02-10,2018-02-01,0
101160,Craig,Bolin,827 Parkway Street,67,Boulder,Technology,Changes for 2021.06:  ,2014-02-10,2100-12-12,1
101161,Ann,Larson,729 Hart Ridge Road,47,Boulder,Technology,Changes for 2021.06:  ,2014-02-10,2100-12-12,1
101162,Barbara,Wright,377 Del Dew Drive,53,Boulder,Technology,Changes for 2021.06:  ,2014-02-10,2100-12-12,1
101163,Ralph,Spicer,3390 Cherry Ridge Drive,48,Boulder,Technology,Changes for 2021.06:  ,2014-02-10,2014-05-21,0
101164,Kristina,Williams,4213 Quarry Drive,37,Boulder,Technology,Changes for 2021.06:  ,2014-02-10,2017-09-19,0
101165,Evan,Dennis,6 Bullwood Rd,43,London,Corporate,Changes for 2021.06:  ,2014-02-10,2100-12-12,1
101166,Jennifer,Morris,88 Church Way,53,London,Corporate,Changes for 2021.06:  ,2014-02-10,2100-12-12,1
101167,Kenneth,Williams,2772 Black Stallion Road,46,SanJose,Corporate,Changes for 2021.06:  ,2014-02-10,2014-09-04,0
101168,Jocelyn,Smith,529 Hartland Avenue,36,Boulder,Technology,Changes for 2021.06:  ,2014-02-17,2019-06-17,0
101169,Kevin,Tran,4903 Arrowood Drive,44,Boulder,Technology,Changes for 2021.06:  ,2014-02-17,2100-12-12,1
101170,Phillip,Straight,373 Jerome Avenue,36,Boulder,Technology,Changes for 2021.06:  ,2014-02-17,2100-12-12,1
101171,Timothy,Moore,3852 Linden Avenue,29,Boulder,Technology,Changes for 2021.06:  Termed,2014-02-17,2021-10-18,0
101172,Vegard,Johansen,Skjellestadjordet 51,34,Oslo,Technology,Changes for 2021.06:  ,2014-02-17,2017-12-14,0
101173,Sebastian,Duffy,11 Bury Rd,36,London,Corporate,Changes for 2021.06:  ,2014-02-17,2015-07-21,0
101174,Ronald,Wingo,1316 Fairfax Drive,51,NYC,Corporate,Changes for 2021.06:  ,2014-02-24,2016-07-26,0
101175,Magda,Woodyard,4575 Locust Street,47,NYC,Corporate,Changes for 2021.06:  ,2014-02-24,2016-08-26,0
101176,Casey,Buchan,948 Goldie Lane,33,NYC,Corporate,Changes for 2021.06:  ,2014-02-24,2016-12-08,0
101177,Darren,Davis,2503 Sheila Lane,48,NYC,Corporate,Changes for 2021.06:  ,2014-02-24,2100-12-12,1
101178,Donna,Edwards,4145 Fancher Drive,38,NYC,Corporate,Changes for 2021.06:  ,2014-02-24,2018-11-19,0
101179,Leo,Hebert,1310 Shinn Avenue,33,Boulder,Technology,Changes for 2021.06:  Termed,2014-02-24,2021-02-18,0
101180,Michael,Kirk,3263 Poe Lane,38,Boulder,Technology,Changes for 2021.06:  ,2014-02-24,2100-12-12,1
101181,Faith,Fricke,2079 Arron Smith Drive,30,Boulder,Technology,Changes for 2021.06:  ,2014-02-24,2100-12-12,1
101182,James,Bradley,2585 Gore Street,60,Boulder,Technology,Changes for 2021.06:  ,2014-02-24,2015-09-04,0
101183,Patricia,Huffman,2717 Bridge Street,61,Boulder,Technology,Changes for 2021.06:  ,2014-02-24,2100-12-12,1
101184,Jerry,Bloomer,3772 County Line Road,52,Boulder,Technology,Changes for 2021.06:  ,2014-02-24,2100-12-12,1
101185,Robert,Darnell,2739 Driftwood Road,61,Boulder,Technology,Changes for 2021.06:  ,2014-02-24,2014-11-27,0
101186,Morgan,Sutton,31 Cunnery Rd,52,London,Corporate,Changes for 2021.06:  ,2014-02-24,2100-12-12,1
101187,Samantha,Dell,2757 Robinson Court,23,SanJose,Corporate,Changes for 2021.06:  Termed,2014-02-24,2021-07-02,0
101188,Roy,Henson,2412 Norman Street,39,NYC,Corporate,Changes for 2021.06:  ,2014-03-03,2014-04-30,0
101189,Bruce,Ogara,2610 Winifred Way,62,NYC,Corporate,Changes for 2021.06:  ,2014-03-03,2014-11-20,0
101190,Emily,Ammons,3794 Adams Drive,50,NYC,Corporate,Changes for 2021.06:  ,2014-03-03,2015-10-22,0
101191,Franklin,Schmidt,4607 Single Street,51,SanJose,Corporate,Changes for 2021.06:  ,2014-03-03,2100-12-12,1
101192,Todd,Leon,1349 Thompson Street,33,SanJose,Corporate,Changes for 2021.06:  ,2014-03-03,2100-12-12,1
101193,Viviana,Darden,4968 Star Trek Drive,51,SanJose,Corporate,Changes for 2021.06:  ,2014-03-03,2016-03-08,0
101194,Candice,Rapp,3335 Khale Street,27,SanJose,Corporate,Changes for 2021.06:  ,2014-03-03,2019-07-06,0
101195,Susan,Kahler,791 Shearwood Forest Drive,53,Boulder,Technology,Changes for 2021.06:  ,2014-03-10,2100-12-12,1
101196,David,Griffith,3855 Whispering Pines Circle,29,Boulder,Technology,Changes for 2021.06:  ,2014-03-10,2017-05-25,0
101197,Ricky,Rittenberry,4735 Short Street,23,Boulder,Technology,Changes for 2021.06:  ,2014-03-10,2019-12-21,0
